 Quad/Tri Motion iRe Mesh #elems   p  Nt   sdof   tdof                     W                     I           CPU
        1      4   3    0     80   2  32    720    224 -5.02590938121491E-03 -9.23615360224367E-03  2.826996E+01
        1      4   3    0     80   2  64    720    448 -5.01681505725012E-03 -9.44242088594957E-03  5.409742E+01
        1      4   3    0     80   2 128    720    896 -5.01484621866934E-03 -9.45202047386050E-03  1.029218E+02
        1      4   3    0     80   3  16   1280    112  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    0     80   3  32   1280    224 -4.94945260015613E-03 -9.25497265279562E-03  7.148063E+01
        1      4   3    0     80   3  64   1280    448 -4.92620982629675E-03 -9.49391014004999E-03  1.385507E+02
        1      4   3    0     80   3 128   1280    896 -4.92691357032791E-03 -9.49330495872353E-03  2.628021E+02
        1      4   3    0     80   4  16   2000    112 -5.62752786503494E-03 -6.78497358715402E-03  1.171858E+02
        1      4   3    0     80   4  32   2000    224 -4.94536834476436E-03 -9.25147314814284E-03  1.912977E+02
        1      4   3    0     80   4  64   2000    448 -4.92438608752256E-03 -9.49813921347761E-03  3.700128E+02
        1      4   3    0     80   4 128   2000    896 -4.92320118418707E-03 -9.50056389362511E-03  6.866156E+02
        1      4   3    1    320   1  16   1280    112 -6.17637628575998E-03 -6.43214731536601E-03  2.101172E+01
        1      4   3    1    320   1  32   1280    224 -5.52162665805044E-03 -8.98540313093610E-03  3.776847E+01
        1      4   3    1    320   1  64   1280    448 -5.50425829750196E-03 -9.18505331948359E-03  7.306324E+01
        1      4   3    1    320   1 128   1280    896 -5.50365750559456E-03 -9.19576180764633E-03  1.289310E+02
        1      4   3    1    320   2  16   2880    112 -5.62894069397313E-03 -6.77341973053996E-03  5.694913E+01
        1      4   3    1    320   2  32   2880    224 -4.94775715334539E-03 -9.25328949459878E-03  9.843044E+01
        1      4   3    1    320   2  64   2880    448 -4.92490980095783E-03 -9.49366229723499E-03  1.875032E+02
        1      4   3    1    320   2 128   2880    896 -4.92403136223767E-03 -9.49370295577343E-03  2.470231E+02
        1      4   3    1    320   3  16   5120    112  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    1    320   3  32   5120    224 -4.94467368401223E-03 -9.25304849401237E-03  2.803345E+02
        1      4   3    1    320   3  64   5120    448 -4.92438739490634E-03 -9.49881915495393E-03  5.267700E+02
        1      4   3    1    320   3 128   5120    896 -4.92325654582221E-03 -9.50228162894651E-03  8.642116E+02
        1      4   3    1    320   4  16   8000    112  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    1    320   4  32   8000    224 -4.94413644732604E-03 -9.25315100671142E-03  8.178315E+02
        1      4   3    1    320   4  64   8000    448 -4.92441982949398E-03 -9.49897050317790E-03  1.377805E+03
        1      4   3    1    320   4 128   8000    896 -4.92332429575654E-03 -9.50278183635733E-03  2.723916E+03
        1      4   3    2   1280   1  16   5120    112 -5.69569597871705E-03 -6.72304572304783E-03  8.810376E+01
        1      4   3    2   1280   1  32   5120    224 -5.01893713909050E-03 -9.21774930940888E-03  1.444234E+02
        1      4   3    2   1280   1  64   5120    448 -4.99657428650085E-03 -9.44656551777159E-03  2.767530E+02
        1      4   3    2   1280   1 128   5120    896 -4.99579950463947E-03 -9.44969498939555E-03  4.667704E+02
        1      4   3    2   1280   2  16  11520    112 -5.62636501377559E-03 -6.78502453051871E-03  3.277983E+02
        1      4   3    2   1280   2  32  11520    224 -4.94443394346485E-03 -9.25327496787998E-03  4.174155E+02
        1      4   3    2   1280   2  64  11520    448 -4.92442423915601E-03 -9.49877825175072E-03  7.349203E+02
        1      4   3    2   1280   2 128  11520    896 -4.92329802932409E-03 -9.50225672773914E-03  9.189069E+02
        1      4   3    2   1280   3  16  20480    112  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    2   1280   3  32  20480    224  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    2   1280   3  64  20480    448 -4.92443167033806E-03 -9.49879169082078E-03  1.879398E+03
        1      4   3    2   1280   3 128  20480    896 -4.92333319994080E-03 -9.50279395836590E-03  2.955657E+03
        1      4   3    2   1280   4  16  32000    112 -5.62619344229279E-03 -6.78540390111532E-03  2.923839E+03
        1      4   3    2   1280   4  32  32000    224  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   3    2   1280   4  64  32000    448 -4.92443486860464E-03 -9.49875969507011E-03  5.762063E+03
        1      4   3    2   1280   4 128  32000    896 -4.92333913765323E-03 -9.50280484915415E-03  8.134225E+03
